date,iso_code,location,total_cases,population
2020-01-05,USA,United States,0.0,338289856
2020-01-06,USA,United States,0.0,338289856
2020-01-07,USA,United States,0.0,338289856
2020-01-08,USA,United States,0.0,338289856
2020-01-09,USA,United States,0.0,338289856
2020-01-10,USA,United States,0.0,338289856
2020-01-11,USA,United States,0.0,338289856
2020-01-12,USA,United States,0.0,338289856
2020-01-13,USA,United States,0.0,338289856
2020-01-14,USA,United States,0.0,338289856
2020-01-15,USA,United States,0.0,338289856
2020-01-16,USA,United States,0.0,338289856
2020-01-17,USA,United States,0.0,338289856
2020-01-18,USA,United States,0.0,338289856
2020-01-19,USA,United States,0.0,338289856
2020-01-20,USA,United States,0.0,338289856
2020-01-21,USA,United States,0.0,338289856
2020-01-22,USA,United States,0.0,338289856
2020-01-23,USA,United States,0.0,338289856
2020-01-24,USA,United States,0.0,338289856
2020-01-25,USA,United States,0.0,338289856
2020-01-26,USA,United States,7.0,338289856
2020-01-27,USA,United States,7.0,338289856
2020-01-28,USA,United States,7.0,338289856
2020-01-29,USA,United States,7.0,338289856
2020-01-30,USA,United States,7.0,338289856
2020-01-31,USA,United States,7.0,338289856
2020-02-01,USA,United States,7.0,338289856
2020-02-02,USA,United States,9.0,338289856
2020-02-03,USA,United States,9.0,338289856
2020-02-04,USA,United States,9.0,338289856
2020-02-05,USA,United States,9.0,338289856
2020-02-06,USA,United States,9.0,338289856
2020-02-07,USA,United States,9.0,338289856
2020-02-08,USA,United States,9.0,338289856
2020-02-09,USA,United States,20.0,338289856
2020-02-10,USA,United States,20.0,338289856
2020-02-11,USA,United States,20.0,338289856
2020-02-12,USA,United States,20.0,338289856
2020-02-13,USA,United States,20.0,338289856
2020-02-14,USA,United States,20.0,338289856
2020-02-15,USA,United States,20.0,338289856
2020-02-16,USA,United States,24.0,338289856
2020-02-17,USA,United States,24.0,338289856
2020-02-18,USA,United States,24.0,338289856
2020-02-19,USA,United States,24.0,338289856
2020-02-20,USA,United States,24.0,338289856
2020-02-21,USA,United States,24.0,338289856
2020-02-22,USA,United States,24.0,338289856
2020-02-23,USA,United States,40.0,338289856
2020-02-24,USA,United States,40.0,338289856
2020-02-25,USA,United States,40.0,338289856
2020-02-26,USA,United States,40.0,338289856
2020-02-27,USA,United States,40.0,338289856
2020-02-28,USA,United States,40.0,338289856
2020-02-29,USA,United States,40.0,338289856
2020-03-01,USA,United States,73.0,338289856
2020-03-02,USA,United States,73.0,338289856
2020-03-03,USA,United States,73.0,338289856
2020-03-04,USA,United States,73.0,338289856
2020-03-05,USA,United States,73.0,338289856
2020-03-06,USA,United States,73.0,338289856
2020-03-07,USA,United States,73.0,338289856
2020-03-08,USA,United States,464.0,338289856
2020-03-09,USA,United States,464.0,338289856
2020-03-10,USA,United States,464.0,338289856
2020-03-11,USA,United States,464.0,338289856
2020-03-12,USA,United States,464.0,338289856
2020-03-13,USA,United States,464.0,338289856
2020-03-14,USA,United States,464.0,338289856
2020-03-15,USA,United States,3929.0,338289856
2020-03-16,USA,United States,3929.0,338289856
2020-03-17,USA,United States,3929.0,338289856
2020-03-18,USA,United States,3929.0,338289856
2020-03-19,USA,United States,3929.0,338289856
2020-03-20,USA,United States,3929.0,338289856
2020-03-21,USA,United States,3929.0,338289856
2020-03-22,USA,United States,31415.0,338289856
2020-03-23,USA,United States,31415.0,338289856
2020-03-24,USA,United States,31415.0,338289856
2020-03-25,USA,United States,31415.0,338289856
2020-03-26,USA,United States,31415.0,338289856
2020-03-27,USA,United States,31415.0,338289856
2020-03-28,USA,United States,31415.0,338289856
2020-03-29,USA,United States,126309.0,338289856
2020-03-30,USA,United States,126309.0,338289856
2020-03-31,USA,United States,126309.0,338289856
2020-04-01,USA,United States,126309.0,338289856
2020-04-02,USA,United States,126309.0,338289856
2020-04-03,USA,United States,126309.0,338289856
2020-04-04,USA,United States,126309.0,338289856
2020-04-05,USA,United States,302460.0,338289856
2020-04-06,USA,United States,302460.0,338289856
2020-04-07,USA,United States,302460.0,338289856
2020-04-08,USA,United States,302460.0,338289856
2020-04-09,USA,United States,302460.0,338289856
2020-04-10,USA,United States,302460.0,338289856
2020-04-11,USA,United States,302460.0,338289856
2020-04-12,USA,United States,521632.0,338289856
2020-04-13,USA,United States,521632.0,338289856
2020-04-14,USA,United States,521632.0,338289856
2020-04-15,USA,United States,521632.0,338289856
2020-04-16,USA,United States,521632.0,338289856
2020-04-17,USA,United States,521632.0,338289856
2020-04-18,USA,United States,521632.0,338289856
2020-04-19,USA,United States,717782.0,338289856
2020-04-20,USA,United States,717782.0,338289856
2020-04-21,USA,United States,717782.0,338289856
2020-04-22,USA,United States,717782.0,338289856
2020-04-23,USA,United States,717782.0,338289856
2020-04-24,USA,United States,717782.0,338289856
2020-04-25,USA,United States,717782.0,338289856
2020-04-26,USA,United States,922947.0,338289856
2020-04-27,USA,United States,922947.0,338289856
2020-04-28,USA,United States,922947.0,338289856
2020-04-29,USA,United States,922947.0,338289856
2020-04-30,USA,United States,922947.0,338289856
2020-05-01,USA,United States,922947.0,338289856
2020-05-02,USA,United States,922947.0,338289856
2020-05-03,USA,United States,1121383.0,338289856
2020-05-04,USA,United States,1121383.0,338289856
2020-05-05,USA,United States,1121383.0,338289856
2020-05-06,USA,United States,1121383.0,338289856
2020-05-07,USA,United States,1121383.0,338289856
2020-05-08,USA,United States,1121383.0,338289856
2020-05-09,USA,United States,1121383.0,338289856
2020-05-10,USA,United States,1303629.0,338289856
2020-05-11,USA,United States,1303629.0,338289856
2020-05-12,USA,United States,1303629.0,338289856
2020-05-13,USA,United States,1303629.0,338289856
2020-05-14,USA,United States,1303629.0,338289856
2020-05-15,USA,United States,1303629.0,338289856
2020-05-16,USA,United States,1303629.0,338289856
2020-05-17,USA,United States,1472661.0,338289856
2020-05-18,USA,United States,1472661.0,338289856
2020-05-19,USA,United States,1472661.0,338289856
2020-05-20,USA,United States,1472661.0,338289856
2020-05-21,USA,United States,1472661.0,338289856
2020-05-22,USA,United States,1472661.0,338289856
2020-05-23,USA,United States,1472661.0,338289856
2020-05-24,USA,United States,1638986.0,338289856
2020-05-25,USA,United States,1638986.0,338289856
2020-05-26,USA,United States,1638986.0,338289856
2020-05-27,USA,United States,1638986.0,338289856
2020-05-28,USA,United States,1638986.0,338289856
2020-05-29,USA,United States,1638986.0,338289856
2020-05-30,USA,United States,1638986.0,338289856
2020-05-31,USA,United States,1785422.0,338289856
2020-06-01,USA,United States,1785422.0,338289856
2020-06-02,USA,United States,1785422.0,338289856
2020-06-03,USA,United States,1785422.0,338289856
2020-06-04,USA,United States,1785422.0,338289856
2020-06-05,USA,United States,1785422.0,338289856
2020-06-06,USA,United States,1785422.0,338289856
2020-06-07,USA,United States,1935202.0,338289856
2020-06-08,USA,United States,1935202.0,338289856
2020-06-09,USA,United States,1935202.0,338289856
2020-06-10,USA,United States,1935202.0,338289856
2020-06-11,USA,United States,1935202.0,338289856
2020-06-12,USA,United States,1935202.0,338289856
2020-06-13,USA,United States,1935202.0,338289856
2020-06-14,USA,United States,2087078.0,338289856
2020-06-15,USA,United States,2087078.0,338289856
2020-06-16,USA,United States,2087078.0,338289856
2020-06-17,USA,United States,2087078.0,338289856
2020-06-18,USA,United States,2087078.0,338289856
2020-06-19,USA,United States,2087078.0,338289856
2020-06-20,USA,United States,2087078.0,338289856
2020-06-21,USA,United States,2267099.0,338289856
2020-06-22,USA,United States,2267099.0,338289856
2020-06-23,USA,United States,2267099.0,338289856
2020-06-24,USA,United States,2267099.0,338289856
2020-06-25,USA,United States,2267099.0,338289856
2020-06-26,USA,United States,2267099.0,338289856
2020-06-27,USA,United States,2267099.0,338289856
2020-06-28,USA,United States,2525377.0,338289856
2020-06-29,USA,United States,2525377.0,338289856
2020-06-30,USA,United States,2525377.0,338289856
2020-07-01,USA,United States,2525377.0,338289856
2020-07-02,USA,United States,2525377.0,338289856
2020-07-03,USA,United States,2525377.0,338289856
2020-07-04,USA,United States,2525377.0,338289856
2020-07-05,USA,United States,2867543.0,338289856
2020-07-06,USA,United States,2867543.0,338289856
2020-07-07,USA,United States,2867543.0,338289856
2020-07-08,USA,United States,2867543.0,338289856
2020-07-09,USA,United States,2867543.0,338289856
2020-07-10,USA,United States,2867543.0,338289856
2020-07-11,USA,United States,2867543.0,338289856
2020-07-12,USA,United States,3259748.0,338289856
2020-07-13,USA,United States,3259748.0,338289856
2020-07-14,USA,United States,3259748.0,338289856
2020-07-15,USA,United States,3259748.0,338289856
2020-07-16,USA,United States,3259748.0,338289856
2020-07-17,USA,United States,3259748.0,338289856
2020-07-18,USA,United States,3259748.0,338289856
2020-07-19,USA,United States,3726015.0,338289856
2020-07-20,USA,United States,3726015.0,338289856
2020-07-21,USA,United States,3726015.0,338289856
2020-07-22,USA,United States,3726015.0,338289856
2020-07-23,USA,United States,3726015.0,338289856
2020-07-24,USA,United States,3726015.0,338289856
2020-07-25,USA,United States,3726015.0,338289856
2020-07-26,USA,United States,4193916.0,338289856
2020-07-27,USA,United States,4193916.0,338289856
2020-07-28,USA,United States,4193916.0,338289856
2020-07-29,USA,United States,4193916.0,338289856
2020-07-30,USA,United States,4193916.0,338289856
2020-07-31,USA,United States,4193916.0,338289856
2020-08-01,USA,United States,4193916.0,338289856
2020-08-02,USA,United States,4625166.0,338289856
2020-08-03,USA,United States,4625166.0,338289856
2020-08-04,USA,United States,4625166.0,338289856
2020-08-05,USA,United States,4625166.0,338289856
2020-08-06,USA,United States,4625166.0,338289856
2020-08-07,USA,United States,4625166.0,338289856
2020-08-08,USA,United States,4625166.0,338289856
2020-08-09,USA,United States,5001075.0,338289856
2020-08-10,USA,United States,5001075.0,338289856
2020-08-11,USA,United States,5001075.0,338289856
2020-08-12,USA,United States,5001075.0,338289856
2020-08-13,USA,United States,5001075.0,338289856
2020-08-14,USA,United States,5001075.0,338289856
2020-08-15,USA,United States,5001075.0,338289856
2020-08-16,USA,United States,5363737.0,338289856
2020-08-17,USA,United States,5363737.0,338289856
2020-08-18,USA,United States,5363737.0,338289856
2020-08-19,USA,United States,5363737.0,338289856
2020-08-20,USA,United States,5363737.0,338289856
2020-08-21,USA,United States,5363737.0,338289856
2020-08-22,USA,United States,5363737.0,338289856
2020-08-23,USA,United States,5679525.0,338289856
2020-08-24,USA,United States,5679525.0,338289856
2020-08-25,USA,United States,5679525.0,338289856
2020-08-26,USA,United States,5679525.0,338289856
2020-08-27,USA,United States,5679525.0,338289856
2020-08-28,USA,United States,5679525.0,338289856
2020-08-29,USA,United States,5679525.0,338289856
2020-08-30,USA,United States,5974471.0,338289856
2020-08-31,USA,United States,5974471.0,338289856
2020-09-01,USA,United States,5974471.0,338289856
2020-09-02,USA,United States,5974471.0,338289856
2020-09-03,USA,United States,5974471.0,338289856
2020-09-04,USA,United States,5974471.0,338289856
2020-09-05,USA,United States,5974471.0,338289856
2020-09-06,USA,United States,6269724.0,338289856
2020-09-07,USA,United States,6269724.0,338289856
2020-09-08,USA,United States,6269724.0,338289856
2020-09-09,USA,United States,6269724.0,338289856
2020-09-10,USA,United States,6269724.0,338289856
2020-09-11,USA,United States,6269724.0,338289856
2020-09-12,USA,United States,6269724.0,338289856
2020-09-13,USA,United States,6515345.0,338289856
2020-09-14,USA,United States,6515345.0,338289856
2020-09-15,USA,United States,6515345.0,338289856
2020-09-16,USA,United States,6515345.0,338289856
2020-09-17,USA,United States,6515345.0,338289856
2020-09-18,USA,United States,6515345.0,338289856
2020-09-19,USA,United States,6515345.0,338289856
2020-09-20,USA,United States,6796322.0,338289856
2020-09-21,USA,United States,6796322.0,338289856
2020-09-22,USA,United States,6796322.0,338289856
2020-09-23,USA,United States,6796322.0,338289856
2020-09-24,USA,United States,6796322.0,338289856
2020-09-25,USA,United States,6796322.0,338289856
2020-09-26,USA,United States,6796322.0,338289856
2020-09-27,USA,United States,7101096.0,338289856
2020-09-28,USA,United States,7101096.0,338289856
2020-09-29,USA,United States,7101096.0,338289856
2020-09-30,USA,United States,7101096.0,338289856
2020-10-01,USA,United States,7101096.0,338289856
2020-10-02,USA,United States,7101096.0,338289856
2020-10-03,USA,United States,7101096.0,338289856
2020-10-04,USA,United States,7399444.0,338289856
2020-10-05,USA,United States,7399444.0,338289856
2020-10-06,USA,United States,7399444.0,338289856
2020-10-07,USA,United States,7399444.0,338289856
2020-10-08,USA,United States,7399444.0,338289856
2020-10-09,USA,United States,7399444.0,338289856
2020-10-10,USA,United States,7399444.0,338289856
2020-10-11,USA,United States,7733693.0,338289856
2020-10-12,USA,United States,7733693.0,338289856
2020-10-13,USA,United States,7733693.0,338289856
2020-10-14,USA,United States,7733693.0,338289856
2020-10-15,USA,United States,7733693.0,338289856
2020-10-16,USA,United States,7733693.0,338289856
2020-10-17,USA,United States,7733693.0,338289856
2020-10-18,USA,United States,8121327.0,338289856
2020-10-19,USA,United States,8121327.0,338289856
2020-10-20,USA,United States,8121327.0,338289856
2020-10-21,USA,United States,8121327.0,338289856
2020-10-22,USA,United States,8121327.0,338289856
2020-10-23,USA,United States,8121327.0,338289856
2020-10-24,USA,United States,8121327.0,338289856
2020-10-25,USA,United States,8570765.0,338289856
2020-10-26,USA,United States,8570765.0,338289856
2020-10-27,USA,United States,8570765.0,338289856
2020-10-28,USA,United States,8570765.0,338289856
2020-10-29,USA,United States,8570765.0,338289856
2020-10-30,USA,United States,8570765.0,338289856
2020-10-31,USA,United States,8570765.0,338289856
2020-11-01,USA,United States,9130159.0,338289856
2020-11-02,USA,United States,9130159.0,338289856
2020-11-03,USA,United States,9130159.0,338289856
2020-11-04,USA,United States,9130159.0,338289856
2020-11-05,USA,United States,9130159.0,338289856
2020-11-06,USA,United States,9130159.0,338289856
2020-11-07,USA,United States,9130159.0,338289856
2020-11-08,USA,United States,9920253.0,338289856
2020-11-09,USA,United States,9920253.0,338289856
2020-11-10,USA,United States,9920253.0,338289856
2020-11-11,USA,United States,9920253.0,338289856
2020-11-12,USA,United States,9920253.0,338289856
2020-11-13,USA,United States,9920253.0,338289856
2020-11-14,USA,United States,9920253.0,338289856
2020-11-15,USA,United States,10925098.0,338289856
2020-11-16,USA,United States,10925098.0,338289856
2020-11-17,USA,United States,10925098.0,338289856
2020-11-18,USA,United States,10925098.0,338289856
2020-11-19,USA,United States,10925098.0,338289856
2020-11-20,USA,United States,10925098.0,338289856
2020-11-21,USA,United States,10925098.0,338289856
2020-11-22,USA,United States,12100581.0,338289856
2020-11-23,USA,United States,12100581.0,338289856
2020-11-24,USA,United States,12100581.0,338289856
2020-11-25,USA,United States,12100581.0,338289856
2020-11-26,USA,United States,12100581.0,338289856
2020-11-27,USA,United States,12100581.0,338289856
2020-11-28,USA,United States,12100581.0,338289856
2020-11-29,USA,United States,13262982.0,338289856
2020-11-30,USA,United States,13262982.0,338289856
2020-12-01,USA,United States,13262982.0,338289856
2020-12-02,USA,United States,13262982.0,338289856
2020-12-03,USA,United States,13262982.0,338289856
2020-12-04,USA,United States,13262982.0,338289856
2020-12-05,USA,United States,13262982.0,338289856
2020-12-06,USA,United States,14543914.0,338289856
2020-12-07,USA,United States,14543914.0,338289856
2020-12-08,USA,United States,14543914.0,338289856
2020-12-09,USA,United States,14543914.0,338289856
2020-12-10,USA,United States,14543914.0,338289856
2020-12-11,USA,United States,14543914.0,338289856
2020-12-12,USA,United States,14543914.0,338289856
2020-12-13,USA,United States,16012396.0,338289856
2020-12-14,USA,United States,16012396.0,338289856
2020-12-15,USA,United States,16012396.0,338289856
2020-12-16,USA,United States,16012396.0,338289856
2020-12-17,USA,United States,16012396.0,338289856
2020-12-18,USA,United States,16012396.0,338289856
2020-12-19,USA,United States,16012396.0,338289856
2020-12-20,USA,United States,17530324.0,338289856
2020-12-21,USA,United States,17530324.0,338289856
2020-12-22,USA,United States,17530324.0,338289856
2020-12-23,USA,United States,17530324.0,338289856
2020-12-24,USA,United States,17530324.0,338289856
2020-12-25,USA,United States,17530324.0,338289856
2020-12-26,USA,United States,17530324.0,338289856
2020-12-27,USA,United States,18890446.0,338289856
2020-12-28,USA,United States,18890446.0,338289856
2020-12-29,USA,United States,18890446.0,338289856
2020-12-30,USA,United States,18890446.0,338289856
2020-12-31,USA,United States,18890446.0,338289856
2021-01-01,USA,United States,18890446.0,338289856
2021-01-02,USA,United States,18890446.0,338289856
2021-01-03,USA,United States,20271441.0,338289856
2021-01-04,USA,United States,20271441.0,338289856
2021-01-05,USA,United States,20271441.0,338289856
2021-01-06,USA,United States,20271441.0,338289856
2021-01-07,USA,United States,20271441.0,338289856
2021-01-08,USA,United States,20271441.0,338289856
2021-01-09,USA,United States,20271441.0,338289856
2021-01-10,USA,United States,21938592.0,338289856
2021-01-11,USA,United States,21938592.0,338289856
2021-01-12,USA,United States,21938592.0,338289856
2021-01-13,USA,United States,21938592.0,338289856
2021-01-14,USA,United States,21938592.0,338289856
2021-01-15,USA,United States,21938592.0,338289856
2021-01-16,USA,United States,21938592.0,338289856
2021-01-17,USA,United States,23528547.0,338289856
2021-01-18,USA,United States,23528547.0,338289856
2021-01-19,USA,United States,23528547.0,338289856
2021-01-20,USA,United States,23528547.0,338289856
2021-01-21,USA,United States,23528547.0,338289856
2021-01-22,USA,United States,23528547.0,338289856
2021-01-23,USA,United States,23528547.0,338289856
2021-01-24,USA,United States,24794408.0,338289856
2021-01-25,USA,United States,24794408.0,338289856
2021-01-26,USA,United States,24794408.0,338289856
2021-01-27,USA,United States,24794408.0,338289856
2021-01-28,USA,United States,24794408.0,338289856
2021-01-29,USA,United States,24794408.0,338289856
2021-01-30,USA,United States,24794408.0,338289856
2021-01-31,USA,United States,25863033.0,338289856
2021-02-01,USA,United States,25863033.0,338289856
2021-02-02,USA,United States,25863033.0,338289856
2021-02-03,USA,United States,25863033.0,338289856
2021-02-04,USA,United States,25863033.0,338289856
2021-02-05,USA,United States,25863033.0,338289856
2021-02-06,USA,United States,25863033.0,338289856
2021-02-07,USA,United States,26720283.0,338289856
2021-02-08,USA,United States,26720283.0,338289856
2021-02-09,USA,United States,26720283.0,338289856
2021-02-10,USA,United States,26720283.0,338289856
2021-02-11,USA,United States,26720283.0,338289856
2021-02-12,USA,United States,26720283.0,338289856
2021-02-13,USA,United States,26720283.0,338289856
2021-02-14,USA,United States,27390855.0,338289856
2021-02-15,USA,United States,27390855.0,338289856
2021-02-16,USA,United States,27390855.0,338289856
2021-02-17,USA,United States,27390855.0,338289856
2021-02-18,USA,United States,27390855.0,338289856
2021-02-19,USA,United States,27390855.0,338289856
2021-02-20,USA,United States,27390855.0,338289856
2021-02-21,USA,United States,27864340.0,338289856
2021-02-22,USA,United States,27864340.0,338289856
2021-02-23,USA,United States,27864340.0,338289856
2021-02-24,USA,United States,27864340.0,338289856
2021-02-25,USA,United States,27864340.0,338289856
2021-02-26,USA,United States,27864340.0,338289856
2021-02-27,USA,United States,27864340.0,338289856
2021-02-28,USA,United States,28330091.0,338289856
2021-03-01,USA,United States,28330091.0,338289856
2021-03-02,USA,United States,28330091.0,338289856
2021-03-03,USA,United States,28330091.0,338289856
2021-03-04,USA,United States,28330091.0,338289856
2021-03-05,USA,United States,28330091.0,338289856
2021-03-06,USA,United States,28330091.0,338289856
2021-03-07,USA,United States,28750830.0,338289856
2021-03-08,USA,United States,28750830.0,338289856
2021-03-09,USA,United States,28750830.0,338289856
2021-03-10,USA,United States,28750830.0,338289856
2021-03-11,USA,United States,28750830.0,338289856
2021-03-12,USA,United States,28750830.0,338289856
2021-03-13,USA,United States,28750830.0,338289856
2021-03-14,USA,United States,29134830.0,338289856
2021-03-15,USA,United States,29134830.0,338289856
2021-03-16,USA,United States,29134830.0,338289856
2021-03-17,USA,United States,29134830.0,338289856
2021-03-18,USA,United States,29134830.0,338289856
2021-03-19,USA,United States,29134830.0,338289856
2021-03-20,USA,United States,29134830.0,338289856
2021-03-21,USA,United States,29514381.0,338289856
2021-03-22,USA,United States,29514381.0,338289856
2021-03-23,USA,United States,29514381.0,338289856
2021-03-24,USA,United States,29514381.0,338289856
2021-03-25,USA,United States,29514381.0,338289856
2021-03-26,USA,United States,29514381.0,338289856
2021-03-27,USA,United States,29514381.0,338289856
2021-03-28,USA,United States,29932199.0,338289856
2021-03-29,USA,United States,29932199.0,338289856
2021-03-30,USA,United States,29932199.0,338289856
2021-03-31,USA,United States,29932199.0,338289856
2021-04-01,USA,United States,29932199.0,338289856
2021-04-02,USA,United States,29932199.0,338289856
2021-04-03,USA,United States,29932199.0,338289856
2021-04-04,USA,United States,30382159.0,338289856
2021-04-05,USA,United States,30382159.0,338289856
2021-04-06,USA,United States,30382159.0,338289856
2021-04-07,USA,United States,30382159.0,338289856
2021-04-08,USA,United States,30382159.0,338289856
2021-04-09,USA,United States,30382159.0,338289856
2021-04-10,USA,United States,30382159.0,338289856
2021-04-11,USA,United States,30838109.0,338289856
2021-04-12,USA,United States,30838109.0,338289856
2021-04-13,USA,United States,30838109.0,338289856
2021-04-14,USA,United States,30838109.0,338289856
2021-04-15,USA,United States,30838109.0,338289856
2021-04-16,USA,United States,30838109.0,338289856
2021-04-17,USA,United States,30838109.0,338289856
2021-04-18,USA,United States,31305326.0,338289856
2021-04-19,USA,United States,31305326.0,338289856
2021-04-20,USA,United States,31305326.0,338289856
2021-04-21,USA,United States,31305326.0,338289856
2021-04-22,USA,United States,31305326.0,338289856
2021-04-23,USA,United States,31305326.0,338289856
2021-04-24,USA,United States,31305326.0,338289856
2021-04-25,USA,United States,31711421.0,338289856
2021-04-26,USA,United States,31711421.0,338289856
2021-04-27,USA,United States,31711421.0,338289856
2021-04-28,USA,United States,31711421.0,338289856
2021-04-29,USA,United States,31711421.0,338289856
2021-04-30,USA,United States,31711421.0,338289856
2021-05-01,USA,United States,31711421.0,338289856
2021-05-02,USA,United States,32049828.0,338289856
2021-05-03,USA,United States,32049828.0,338289856
2021-05-04,USA,United States,32049828.0,338289856
2021-05-05,USA,United States,32049828.0,338289856
2021-05-06,USA,United States,32049828.0,338289856
2021-05-07,USA,United States,32049828.0,338289856
2021-05-08,USA,United States,32049828.0,338289856
2021-05-09,USA,United States,32342152.0,338289856
2021-05-10,USA,United States,32342152.0,338289856
2021-05-11,USA,United States,32342152.0,338289856
2021-05-12,USA,United States,32342152.0,338289856
2021-05-13,USA,United States,32342152.0,338289856
2021-05-14,USA,United States,32342152.0,338289856
2021-05-15,USA,United States,32342152.0,338289856
2021-05-16,USA,United States,32575502.0,338289856
2021-05-17,USA,United States,32575502.0,338289856
2021-05-18,USA,United States,32575502.0,338289856
2021-05-19,USA,United States,32575502.0,338289856
2021-05-20,USA,United States,32575502.0,338289856
2021-05-21,USA,United States,32575502.0,338289856
2021-05-22,USA,United States,32575502.0,338289856
2021-05-23,USA,United States,32757111.0,338289856
2021-05-24,USA,United States,32757111.0,338289856
2021-05-25,USA,United States,32757111.0,338289856
2021-05-26,USA,United States,32757111.0,338289856
2021-05-27,USA,United States,32757111.0,338289856
2021-05-28,USA,United States,32757111.0,338289856
2021-05-29,USA,United States,32757111.0,338289856
2021-05-30,USA,United States,32904922.0,338289856
2021-05-31,USA,United States,32904922.0,338289856
2021-06-01,USA,United States,32904922.0,338289856
2021-06-02,USA,United States,32904922.0,338289856
2021-06-03,USA,United States,32904922.0,338289856
2021-06-04,USA,United States,32904922.0,338289856
2021-06-05,USA,United States,32904922.0,338289856
2021-06-06,USA,United States,33004034.0,338289856
2021-06-07,USA,United States,33004034.0,338289856
2021-06-08,USA,United States,33004034.0,338289856
2021-06-09,USA,United States,33004034.0,338289856
2021-06-10,USA,United States,33004034.0,338289856
2021-06-11,USA,United States,33004034.0,338289856
2021-06-12,USA,United States,33004034.0,338289856
2021-06-13,USA,United States,33103599.0,338289856
2021-06-14,USA,United States,33103599.0,338289856
2021-06-15,USA,United States,33103599.0,338289856
2021-06-16,USA,United States,33103599.0,338289856
2021-06-17,USA,United States,33103599.0,338289856
2021-06-18,USA,United States,33103599.0,338289856
2021-06-19,USA,United States,33103599.0,338289856
2021-06-20,USA,United States,33184226.0,338289856
2021-06-21,USA,United States,33184226.0,338289856
2021-06-22,USA,United States,33184226.0,338289856
2021-06-23,USA,United States,33184226.0,338289856
2021-06-24,USA,United States,33184226.0,338289856
2021-06-25,USA,United States,33184226.0,338289856
2021-06-26,USA,United States,33184226.0,338289856
2021-06-27,USA,United States,33271863.0,338289856
2021-06-28,USA,United States,33271863.0,338289856
2021-06-29,USA,United States,33271863.0,338289856
2021-06-30,USA,United States,33271863.0,338289856
2021-07-01,USA,United States,33271863.0,338289856
2021-07-02,USA,United States,33271863.0,338289856
2021-07-03,USA,United States,33271863.0,338289856
2021-07-04,USA,United States,33368900.0,338289856
2021-07-05,USA,United States,33368900.0,338289856
2021-07-06,USA,United States,33368900.0,338289856
2021-07-07,USA,United States,33368900.0,338289856
2021-07-08,USA,United States,33368900.0,338289856
2021-07-09,USA,United States,33368900.0,338289856
2021-07-10,USA,United States,33368900.0,338289856
2021-07-11,USA,United States,33655410.0,338289856
2021-07-12,USA,United States,33655410.0,338289856
2021-07-13,USA,United States,33655410.0,338289856
2021-07-14,USA,United States,33655410.0,338289856
2021-07-15,USA,United States,33655410.0,338289856
2021-07-16,USA,United States,33655410.0,338289856
2021-07-17,USA,United States,33655410.0,338289856
2021-07-18,USA,United States,33877989.0,338289856
2021-07-19,USA,United States,33877989.0,338289856
2021-07-20,USA,United States,33877989.0,338289856
2021-07-21,USA,United States,33877989.0,338289856
2021-07-22,USA,United States,33877989.0,338289856
2021-07-23,USA,United States,33877989.0,338289856
2021-07-24,USA,United States,33877989.0,338289856
2021-07-25,USA,United States,34237016.0,338289856
2021-07-26,USA,United States,34237016.0,338289856
2021-07-27,USA,United States,34237016.0,338289856
2021-07-28,USA,United States,34237016.0,338289856
